2x2 -> player 1 wins!
3x3 -> player 2 wins!
4x4 -> player 2 wins!
1x2 -> draw
1x3 -> player 2 wins!
1x4 -> draw
1x5 -> player 1 wins!
2x3 -> player 1 wins!
2x4 -> player 2 wins!
3x4 -> player 1 wins!
